label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.2635776400566101,0.60304856300354,0.3397606909275055,0.6155154705047607,0.4017983078956604,0.571241021156311,0.4483005106449127,0.5260347723960876,0.48817670345306396,0.4974270462989807,0.3678271770477295,0.43433552980422974,0.3896060883998871,0.41318026185035706,0.38619983196258545,0.463463693857193,0.3741810619831085,0.49712345004081726,0.32689952850341797,0.41833066940307617,0.34533292055130005,0.4190059304237366,0.34585368633270264,0.46717676520347595,0.337454229593277,0.49658727645874023,0.2860938310623169,0.4230883717536926,0.3068448305130005,0.4300693869590759,0.3106180727481842,0.46945616602897644,0.30536091327667236,0.49694859981536865,0.25184446573257446,0.4392862319946289,0.2722662687301636,0.4321490526199341,0.27451837062835693,0.46703121066093445,0.2704905569553375,0.4914250373840332
A,0.2792372405529022,0.6329946517944336,0.35200417041778564,0.6228345632553101,0.42325833439826965,0.576067328453064,0.4710825979709625,0.5273589491844177,0.5103139281272888,0.5017918944358826,0.390331506729126,0.4701308608055115,0.4146866202354431,0.412143737077713,0.40203389525413513,0.4683178961277008,0.3880685865879059,0.5140539407730103,0.35001304745674133,0.4530899226665497,0.37228140234947205,0.4051908850669861,0.3575971722602844,0.4795060157775879,0.34461215138435364,0.5192102193832397,0.3082650899887085,0.44349801540374756,0.32762250304222107,0.4089452028274536,0.3192305266857147,0.47817981243133545,0.3094487190246582,0.5137887597084045,0.2622676491737366,0.4383719563484192,0.2851026654243469,0.4045805335044861,0.2856098711490631,0.45706355571746826,0.27953827381134033,0.48757824301719666
A,0.28571954369544983,0.62613445520401,0.35642361640930176,0.6234514713287354,0.4293787479400635,0.5784926414489746,0.47721970081329346,0.5274837017059326,0.5178285241127014,0.5018445253372192,0.40064388513565063,0.469159334897995,0.4267852306365967,0.4090195298194885,0.41184940934181213,0.47029316425323486,0.3972473740577698,0.5144845843315125,0.3603023886680603,0.45096778869628906,0.3863251209259033,0.4010612964630127,0.3680456578731537,0.48090583086013794,0.3540327250957489,0.5162830948829651,0.31872546672821045,0.44041454792022705,0.3388891816139221,0.40759751200675964,0.32743901014328003,0.4819334149360657,0.3178642690181732,0.513213574886322,0.27358415722846985,0.4340973198413849,0.2958049774169922,0.4013907313346863,0.29489418864250183,0.4578389525413513,0.28937458992004395,0.48748257756233215
A,0.2849522531032562,0.6260535717010498,0.3585152328014374,0.6203805208206177,0.4320662319660187,0.5756767988204956,0.48055216670036316,0.5227707028388977,0.52145916223526,0.4983869791030884,0.40345972776412964,0.47149422764778137,0.4298251271247864,0.4068613052368164,0.41629743576049805,0.46574994921684265,0.40459585189819336,0.5078943967819214,0.3634965419769287,0.453483909368515,0.3874783515930176,0.40088653564453125,0.371280312538147,0.47682806849479675,0.35939890146255493,0.5101518034934998,0.32196149230003357,0.4426589608192444,0.340434730052948,0.4008170962333679,0.3313208222389221,0.4736245274543762,0.3227999806404114,0.5066180229187012,0.27568429708480835,0.4357599914073944,0.2960342466831207,0.39516037702560425,0.2973555028438568,0.4512730836868286,0.293016642332077,0.4843156337738037
A,0.29028552770614624,0.6299456357955933,0.36315810680389404,0.6206628084182739,0.43246686458587646,0.5746844410896301,0.48176783323287964,0.5260517597198486,0.5226972103118896,0.49864935874938965,0.4092046618461609,0.4670044183731079,0.43366125226020813,0.4106079936027527,0.413885235786438,0.469775527715683,0.399459570646286,0.510090708732605,0.3681555986404419,0.44843339920043945,0.39224347472190857,0.3994574248790741,0.37205371260643005,0.4789162278175354,0.3608061373233795,0.5116659998893738,0.3251151144504547,0.4376218914985657,0.34638506174087524,0.4019794762134552,0.3333284854888916,0.47579485177993774,0.32414719462394714,0.5041860342025757,0.2786523103713989,0.4321080446243286,0.3045123815536499,0.3947250545024872,0.3018741011619568,0.45019766688346863,0.29454830288887024,0.4787033200263977
A,0.2929726541042328,0.6308119297027588,0.3673052489757538,0.6203550100326538,0.4385714530944824,0.5755469799041748,0.4863663911819458,0.5269502401351929,0.5280988812446594,0.49908438324928284,0.4076225161552429,0.4643503427505493,0.4347432553768158,0.40905046463012695,0.4214271903038025,0.4566173851490021,0.4076773524284363,0.49836018681526184,0.36777880787849426,0.44659072160720825,0.39644569158554077,0.3984488844871521,0.37893104553222656,0.4673156440258026,0.36306336522102356,0.5111523270606995,0.32516545057296753,0.4363955557346344,0.3521742522716522,0.3972228169441223,0.3419172167778015,0.46533530950546265,0.3291615843772888,0.5089752674102783,0.27778369188308716,0.431682288646698,0.304345965385437,0.3906506299972534,0.3088536262512207,0.4433673620223999,0.30502888560295105,0.48404017090797424
A,0.29807382822036743,0.625296950340271,0.36948361992836,0.6208333969116211,0.44237634539604187,0.5729331970214844,0.49034401774406433,0.5214834809303284,0.5317884683609009,0.4963964521884918,0.4142304062843323,0.46995681524276733,0.4413906931877136,0.40891164541244507,0.42636793851852417,0.4644714891910553,0.4104921817779541,0.5099183917045593,0.3728587329387665,0.45092546939849854,0.40263810753822327,0.39394810795783997,0.3842347264289856,0.4700530171394348,0.36896973848342896,0.5109005570411682,0.3300781548023224,0.4384104609489441,0.3537221848964691,0.39898979663848877,0.34341374039649963,0.4709923565387726,0.33340054750442505,0.506665825843811,0.2837217152118683,0.4300854504108429,0.30881088972091675,0.3904169201850891,0.311010479927063,0.44481363892555237,0.30658552050590515,0.47819119691848755
A,0.2966267764568329,0.6230071187019348,0.3689771592617035,0.6159707903862,0.4430549144744873,0.5717072486877441,0.4909764230251312,0.5229145288467407,0.5315267443656921,0.4962935745716095,0.41485297679901123,0.4637245237827301,0.4407029449939728,0.40836817026138306,0.42556673288345337,0.457927405834198,0.41044142842292786,0.5027080178260803,0.3739193081855774,0.4431504011154175,0.4016464352607727,0.3958906829357147,0.3809761106967926,0.4679661989212036,0.3660257160663605,0.5103349685668945,0.3312236964702606,0.43023476004600525,0.3534926772117615,0.39938539266586304,0.3401126563549042,0.4685294032096863,0.3297974467277527,0.506354570388794,0.28479427099227905,0.4227444529533386,0.3094967007637024,0.3916303515434265,0.30875134468078613,0.446767121553421,0.30415162444114685,0.4809284806251526
A,0.2980991005897522,0.6208334565162659,0.37117108702659607,0.6162243485450745,0.4427490532398224,0.5725303888320923,0.4908292889595032,0.5220629572868347,0.5309632420539856,0.49383223056793213,0.4139747619628906,0.46511781215667725,0.4389757215976715,0.4050543010234833,0.42406946420669556,0.4657529294490814,0.41118597984313965,0.5066092014312744,0.3727790415287018,0.4456474781036377,0.39830073714256287,0.39556145668029785,0.3814062178134918,0.4733452796936035,0.37008753418922424,0.5039610862731934,0.33005329966545105,0.4328742027282715,0.3525606691837311,0.39761000871658325,0.34151917695999146,0.4701961576938629,0.3327906131744385,0.4974886178970337,0.2841918170452118,0.4237336218357086,0.30896782875061035,0.3898434638977051,0.3066079914569855,0.44523608684539795,0.29890695214271545,0.4721406102180481
A,0.29357999563217163,0.6187178492546082,0.3678986132144928,0.6123514175415039,0.4413830041885376,0.570451021194458,0.49118998646736145,0.5207436084747314,0.5323554277420044,0.49429041147232056,0.4125882387161255,0.4656311273574829,0.4394504427909851,0.40833109617233276,0.4252055287361145,0.45983773469924927,0.41215842962265015,0.4960881173610687,0.37217164039611816,0.4443306028842926,0.40033775568008423,0.3928651213645935,0.3819122612476349,0.46821483969688416,0.3676551580429077,0.5026431083679199,0.32988059520721436,0.4305530786514282,0.35316863656044006,0.3943096995353699,0.340721994638443,0.4664786458015442,0.3297698497772217,0.49718236923217773,0.2831704914569855,0.42122623324394226,0.31025081872940063,0.3873617649078369,0.30904337763786316,0.44247761368751526,0.30161434412002563,0.4709530174732208
