label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.0,0.0,-0.06952476501464844,-0.015187382698058971,-0.14008677005767822,-0.08960944414138794,-0.20411235094070435,-0.14158731698989868,-0.25596949458122253,-0.18999779224395752,-0.07687985897064209,-0.27518755197525024,-0.07114553451538086,-0.41956210136413574,-0.09236282110214233,-0.3699052333831787,-0.11249154806137085,-0.26552480459213257,-0.011213362216949463,-0.25501924753189087,-0.01722431182861328,-0.3948233723640442,-0.035485684871673584,-0.25998997688293457,-0.04340285062789917,-0.12353283166885376,0.050931334495544434,-0.21379590034484863,0.052039265632629395,-0.33278822898864746,0.03410297632217407,-0.18996453285217285,0.023721694946289062,-0.0641525387763977,0.11123126745223999,-0.1550024151802063,0.11642682552337646,-0.22840148210525513,0.1034206748008728,-0.13156193494796753,0.09622865915298462,-0.039544880390167236
A,0.0,0.0,-0.07163608074188232,-0.08027404546737671,-0.1227521300315857,-0.21912962198257446,-0.16196751594543457,-0.33392250537872314,-0.21292400360107422,-0.4053162336349488,-0.08436447381973267,-0.3571924865245819,-0.09811443090438843,-0.470523864030838,-0.10446155071258545,-0.4067281186580658,-0.10472583770751953,-0.31934142112731934,-0.027739644050598145,-0.3538082838058472,-0.04145330190658569,-0.4665785431861878,-0.051491618156433105,-0.3401147425174713,-0.05048412084579468,-0.22997158765792847,0.02862417697906494,-0.325822651386261,0.019773483276367188,-0.4009994864463806,0.0033791065216064453,-0.25487470626831055,-0.0033496618270874023,-0.1501564383506775,0.08557939529418945,-0.2828211188316345,0.06904733180999756,-0.33343833684921265,0.04906928539276123,-0.23651355504989624,0.0397225022315979,-0.16866976022720337
A,0.0,0.0,-0.06490236520767212,-0.07771015167236328,-0.1046871542930603,-0.23816594481468206,-0.12545371055603027,-0.3601819276809693,-0.16255712509155273,-0.44496732950210577,-0.07304638624191284,-0.38172280788421636,-0.0832473635673523,-0.4468214511871338,-0.08224451541900635,-0.3386395275592804,-0.08099472522735596,-0.237793117761612,-0.014578759670257568,-0.380717933177948,-0.029043972492218018,-0.40130603313446045,-0.03186988830566406,-0.2613410949707032,-0.03186774253845215,-0.15868932008743286,0.03983205556869507,-0.3522360622882843,0.02299022674560547,-0.33255356550216675,0.0106889009475708,-0.19772231578826904,0.0035892724990844727,-0.11127573251724243,0.09058046340942383,-0.3086061179637909,0.0738338828086853,-0.3023785948753357,0.05531114339828491,-0.20972496271133423,0.04493898153305054,-0.1548464298248291
A,0.0,0.0,-0.06025993824005127,-0.09195506572723389,-0.08992689847946167,-0.2520327568054199,-0.1038941740989685,-0.3684020936489105,-0.13591206073760986,-0.44560000300407415,-0.05581551790237427,-0.3591099679470062,-0.057502925395965576,-0.443489134311676,-0.058703064918518066,-0.3362070322036743,-0.058963775634765625,-0.24258017539978033,-0.0018519163131713867,-0.34490239620208746,-0.005639910697937012,-0.39725637435913097,-0.01563042402267456,-0.26060342788696295,-0.01955467462539673,-0.16892555356025696,0.0479205846786499,-0.30990824103355413,0.039573073387145996,-0.33010676503181463,0.020086586475372314,-0.20302647352218633,0.010055124759674072,-0.12714475393295288,0.09455734491348267,-0.26321214437484747,0.08551305532455444,-0.2851691544055939,0.06208163499832153,-0.20421457290649414,0.04912126064300537,-0.15942105650901794
A,0.0,0.0,-0.05849587917327881,-0.08599269390106201,-0.08463448286056519,-0.24478250741958618,-0.0939474105834961,-0.3649387657642365,-0.12498515844345093,-0.4434632807970047,-0.05130892992019653,-0.3447282612323761,-0.05053246021270752,-0.44261130690574646,-0.052735328674316406,-0.3417490422725678,-0.05271512269973755,-0.2496335208415985,0.001057446002960205,-0.3263496458530426,0.0004990696907043457,-0.3953912854194641,-0.011710107326507568,-0.2581818103790283,-0.015470504760742188,-0.16835027933120728,0.049954116344451904,-0.2899681031703949,0.04381275177001953,-0.3283799290657044,0.022433102130889893,-0.19814950227737427,0.012998044490814209,-0.1260433793067932,0.097137451171875,-0.24348321557044988,0.0895344614982605,-0.2851093113422394,0.06565684080123901,-0.2018980085849762,0.05367010831832886,-0.1593478918075562
A,0.0,0.0,-0.055722832679748535,-0.09486109018325806,-0.07938379049301147,-0.2541296482086182,-0.09112846851348877,-0.3728282451629639,-0.1245306134223938,-0.4467570781707764,-0.04529005289077759,-0.3533166646957398,-0.04862111806869507,-0.4425816833972931,-0.050273120403289795,-0.3471921682357788,-0.051501333713531494,-0.25443804264068604,0.008021235466003418,-0.3352399468421936,0.003770589828491211,-0.39540225267410284,-0.009593486785888672,-0.2637142539024353,-0.016967594623565674,-0.17433053255081182,0.05771517753601074,-0.2967120110988617,0.04877305030822754,-0.3263030350208283,0.025640547275543213,-0.19936269521713262,0.012876749038696289,-0.12623846530914307,0.10454225540161133,-0.2471969723701477,0.0940401554107666,-0.2837137281894684,0.07017910480499268,-0.202044427394867,0.05761188268661499,-0.1587066650390625
A,0.0,0.0,-0.05768197774887085,-0.09649372100830078,-0.08297640085220337,-0.255459874868393,-0.09345567226409912,-0.3728729784488678,-0.12289446592330933,-0.45154809951782227,-0.04716891050338745,-0.34350776672363287,-0.04765421152114868,-0.4459434449672699,-0.05033999681472778,-0.347398579120636,-0.05232161283493042,-0.254359632730484,0.004258394241333008,-0.3218365907669068,0.0028342604637145996,-0.40217635035514837,-0.009875833988189697,-0.26763293147087097,-0.015305042266845703,-0.1760631799697876,0.05242735147476196,-0.28346091508865356,0.045569419860839844,-0.3360517621040345,0.023792803287506104,-0.20833218097686768,0.013950347900390625,-0.1321877837181092,0.09962344169616699,-0.23528090119361877,0.08973729610443115,-0.2854609489440918,0.06578093767166138,-0.20659220218658447,0.055224716663360596,-0.16115623712539678
A,0.0,0.0,-0.05803835391998291,-0.09871774911880493,-0.08237266540527344,-0.2529160976409912,-0.093586266040802,-0.3701114058494568,-0.12399405241012573,-0.4477553367614746,-0.049619853496551514,-0.3366313874721527,-0.04814410209655762,-0.4396174401044846,-0.047335147857666016,-0.34250789880752563,-0.048912227153778076,-0.2522192597389221,0.0019044876098632812,-0.3181555569171906,0.0021552443504333496,-0.3992098718881607,-0.007300734519958496,-0.2639942467212677,-0.011526525020599365,-0.17551684379577642,0.049774229526519775,-0.2815430760383606,0.04573464393615723,-0.3398615717887879,0.026408135890960693,-0.21203401684761053,0.017558753490447998,-0.1364070177078247,0.09710103273391724,-0.23526930809021002,0.08995187282562256,-0.2872419953346253,0.06734830141067505,-0.208909809589386,0.05692368745803833,-0.1657655537128449
A,0.0,0.0,-0.05677300691604614,-0.09275931119918823,-0.07984620332717896,-0.24595546722412115,-0.08971661329269409,-0.36426714062690735,-0.11819678544998169,-0.4435458928346634,-0.047908127307891846,-0.3302885890007019,-0.045163094997406006,-0.4346026182174684,-0.042754292488098145,-0.33957529067993164,-0.0438387393951416,-0.2495499551296234,0.003409266471862793,-0.31183508038520813,0.006627082824707031,-0.38664959371089946,-0.003790616989135742,-0.25298750400543213,-0.00992041826248169,-0.16622969508171082,0.050815463066101074,-0.27595701813697815,0.05037611722946167,-0.32885354757308966,0.029478073120117188,-0.20394152402877813,0.01809006929397583,-0.13290542364120483,0.09703719615936279,-0.23110666871070862,0.09480202198028564,-0.27938991785049444,0.07169365882873535,-0.20267856121063232,0.058544278144836426,-0.16306248307228094
A,0.0,0.0,-0.05590331554412842,-0.09438616037368774,-0.07893902063369751,-0.2436568140983582,-0.09003537893295288,-0.3580064177513123,-0.12163233757019043,-0.4309301823377609,-0.0484161376953125,-0.3299407958984375,-0.044448912143707275,-0.4249170869588852,-0.04319387674331665,-0.3311275839805603,-0.04564106464385986,-0.24443563818931585,0.0022774338722229004,-0.31237915158271795,0.006240546703338623,-0.38024041056633,-0.004420340061187744,-0.24956965446472174,-0.011667132377624512,-0.16700226068496704,0.049105286598205566,-0.27646631002426153,0.049423277378082275,-0.3213907480239868,0.028318047523498535,-0.1983647346496582,0.015795648097991943,-0.12938261032104492,0.09439438581466675,-0.23114606738090515,0.09294915199279785,-0.27137032151222235,0.06991785764694214,-0.1941908597946167,0.05599653720855713,-0.15568125247955322
